wdid,name,wdLabel,gender,dob,dobPrecision,source,sourceDate,pid,position,psid
Q14325293,MR. OBAIDUL QUADER,Obaidul Quader,male,1952-01-01,11,https://cabinet.gov.bd/site/page/c3a1d735-abd6-4655-89ff-9e506d7537d7/Hon%27ble-Ministers,2021-11-27,Q109768061,Minister of Road Transport and Bridges,Q14325293-3FAD9581-2BEB-494C-9172-A4D4514EC116
Q15732454,MR. GOLAM DASTAGIR GAZI,Golam Dastagir Gazi,male,1948-08-14,11,https://cabinet.gov.bd/site/page/c3a1d735-abd6-4655-89ff-9e506d7537d7/Hon%27ble-Ministers,2021-11-27,Q109768066,Minister of Textiles and Jute,Q15732454-1A45704F-A686-4EE3-83A5-FABA8D99239A
Q15837138,MR. MD. NURUL ISLAM SUJAN,Nurul Islam Sujan,male,1956-01-05,11,https://cabinet.gov.bd/site/page/c3a1d735-abd6-4655-89ff-9e506d7537d7/Hon%27ble-Ministers,2021-11-27,Q109768056,Minister of Railways,Q15837138-9660D051-586D-466C-8416-1298BA49FDBE
Q16057946,MR. MUHAMMAD ABDUR RAZZAQUE,Abdur Razzak,male,1950-02-01,11,https://cabinet.gov.bd/site/page/c3a1d735-abd6-4655-89ff-9e506d7537d7/Hon%27ble-Ministers,2021-11-27,Q109767976,Minister of Agriculture,Q16057946-3EC1781A-E34E-4B64-BB8E-167084D6A1A4
Q16136994,MR. MUSTAFA JABBAR,Mustafa Jabbar,male,1949-08-12,11,https://cabinet.gov.bd/site/page/c3a1d735-abd6-4655-89ff-9e506d7537d7/Hon%27ble-Ministers,2021-11-27,Q109768053,"Minister of Posts, Telecommunications and Information Technology",Q16136994-6C7459F5-923B-4B5B-B60F-53342CC97473
Q16732958,MR. MOHAMMAD HASAN MAHMUD,Muhammad Hasan Mahmud,male,1963-06-05,11,https://cabinet.gov.bd/site/page/c3a1d735-abd6-4655-89ff-9e506d7537d7/Hon%27ble-Ministers,2021-11-27,Q109768031,Minister of Information and Broadcasting,Q16732958-06DD2ACC-99FC-4575-94BD-ECC085929092
Q24175641,MR. ANISUL HUQ,Anisul Huq,male,1956-03-30,11,https://cabinet.gov.bd/site/page/c3a1d735-abd6-4655-89ff-9e506d7537d7/Hon%27ble-Ministers,2021-11-27,Q109768040,"Minister of Law, Justice and Parliamentary Affairs",Q24175641-A7B8D8E2-1094-48BE-B77E-5C696AA608D6
Q26703296,MR. ASADUZZAMAN KHAN,Asaduzzaman Khan,male,1950-01-01,9,https://cabinet.gov.bd/site/page/c3a1d735-abd6-4655-89ff-9e506d7537d7/Hon%27ble-Ministers,2021-11-27,Q96609943,Minister of Home Affairs,Q26703296-D6E1BABE-0A1C-4E63-8CDD-0C41EEBE3471
Q26923392,MR. A.K ABDUL MOMEN,Abul Kalam Abdul Momen,male,1947-08-23,11,https://cabinet.gov.bd/site/page/c3a1d735-abd6-4655-89ff-9e506d7537d7/Hon%27ble-Ministers,2021-11-27,Q1153140,Minister of Foreign Affairs,Q26923392-197ADE06-A4F6-4CE0-9C0F-46D9A66D00F6
Q26924694,MR. M. A. MANNAN,M A Mannan,male,1946-01-01,9,https://cabinet.gov.bd/site/page/c3a1d735-abd6-4655-89ff-9e506d7537d7/Hon%27ble-Ministers,2021-11-27,Q109767996,Minister of Planning,Q26924694-1FD69B9D-B775-4CD6-8341-A7BABAAAF668
Q26924748,MR. ZAHID MALEQUE,Zahid Maleque,male,1959-04-11,11,https://cabinet.gov.bd/site/page/c3a1d735-abd6-4655-89ff-9e506d7537d7/Hon%27ble-Ministers,2021-11-27,Q60329855,Minister of Health and Family Welfare,Q26924748-4BDA613A-B8E2-4EAA-B1F5-A9B7EFE7A9E5
